frame.number,ip.src,ip.dst,tcp.srcport,tcp.dstport,frame.len,ip.proto,tcp.flags.syn,tcp.flags.ack,tcp.flags.fin,ip.len,tcp.window_size_value,tcp.analysis.ack_rtt,tcp.analysis.initial_rtt,tcp.analysis.bytes_in_flight,tcp.analysis.push_bytes_sent,frame.time_epoch
262,10.0.0.134,10.0.0.134,248,0,60,6,False,False,False,40,512,,,,,1722052051.099355638
263,10.0.0.134,10.0.0.134,249,0,60,6,False,False,False,40,512,,,,,1722052052.100306352
264,10.0.0.134,10.0.0.134,250,0,60,6,False,False,False,40,512,,,,,1722052053.101237425
265,10.0.0.134,10.0.0.134,251,0,60,6,False,False,False,40,512,,,,,1722052054.101972702
266,10.0.0.134,10.0.0.134,252,0,60,6,False,False,False,40,512,,,,,1722052055.102932384
267,10.0.0.134,10.0.0.134,253,0,60,6,False,False,False,40,512,,,,,1722052056.103362438
268,10.0.0.134,10.0.0.134,254,0,60,6,False,False,False,40,512,,,,,1722052057.104281449
269,10.0.0.134,10.0.0.134,255,0,60,6,False,False,False,40,512,,,,,1722052058.105848723
270,10.0.0.134,10.0.0.134,256,0,60,6,False,False,False,40,512,,,,,1722052059.106832388
271,10.0.0.134,10.0.0.134,257,0,60,6,False,False,False,40,512,,,,,1722052060.107685356
272,10.0.0.134,10.0.0.134,258,0,60,6,False,False,False,40,512,,,,,1722052061.108172719
273,10.0.0.134,10.0.0.134,259,0,60,6,False,False,False,40,512,,,,,1722052062.109010260
274,10.0.0.134,10.0.0.134,260,0,60,6,False,False,False,40,512,,,,,1722052063.109585815
275,10.0.0.134,10.0.0.134,261,0,60,6,False,False,False,40,512,,,,,1722052064.110104581
276,10.0.0.134,10.0.0.134,262,0,60,6,False,False,False,40,512,,,,,1722052065.110879885
277,10.0.0.134,10.0.0.134,263,0,60,6,False,False,False,40,512,,,,,1722052066.111754104
278,10.0.0.134,10.0.0.134,264,0,60,6,False,False,False,40,512,,,,,1722052067.112514165
279,10.0.0.134,10.0.0.134,265,0,60,6,False,False,False,40,512,,,,,1722052068.114026841
280,10.0.0.134,10.0.0.134,266,0,60,6,False,False,False,40,512,,,,,1722052069.115230774
281,10.0.0.134,10.0.0.134,267,0,60,6,False,False,False,40,512,,,,,1722052070.116259682
282,10.0.0.134,10.0.0.134,268,0,60,6,False,False,False,40,512,,,,,1722052071.117095631
283,10.0.0.134,10.0.0.134,269,0,60,6,False,False,False,40,512,,,,,1722052072.117460598
284,10.0.0.134,10.0.0.134,270,0,60,6,False,False,False,40,512,,,,,1722052073.118221479
285,10.0.0.134,10.0.0.134,271,0,60,6,False,False,False,40,512,,,,,1722052074.119426806
286,10.0.0.134,10.0.0.134,272,0,60,6,False,False,False,40,512,,,,,1722052075.120200594
287,10.0.0.134,10.0.0.134,273,0,60,6,False,False,False,40,512,,,,,1722052076.121112266
288,10.0.0.134,10.0.0.134,274,0,60,6,False,False,False,40,512,,,,,1722052077.122133719
289,10.0.0.134,10.0.0.134,275,0,60,6,False,False,False,40,512,,,,,1722052078.122965276
290,10.0.0.134,10.0.0.134,276,0,60,6,False,False,False,40,512,,,,,1722052079.124101512
291,10.0.0.134,10.0.0.134,277,0,60,6,False,False,False,40,512,,,,,1722052080.124986913
292,10.0.0.134,10.0.0.134,278,0,60,6,False,False,False,40,512,,,,,1722052081.125755994
293,10.0.0.134,10.0.0.134,279,0,60,6,False,False,False,40,512,,,,,1722052082.126278575
294,10.0.0.134,10.0.0.134,280,0,60,6,False,False,False,40,512,,,,,1722052083.127036497
295,10.0.0.134,10.0.0.134,281,0,60,6,False,False,False,40,512,,,,,1722052084.127970354
296,10.0.0.134,10.0.0.134,282,0,60,6,False,False,False,40,512,,,,,1722052085.128853464
297,10.0.0.134,10.0.0.134,283,0,60,6,False,False,False,40,512,,,,,1722052086.129672273
298,10.0.0.134,10.0.0.134,284,0,60,6,False,False,False,40,512,,,,,1722052087.130699342
299,10.0.0.134,10.0.0.134,285,0,60,6,False,False,False,40,512,,,,,1722052088.130900629
300,10.0.0.134,10.0.0.134,286,0,60,6,False,False,False,40,512,,,,,1722052089.131596166
301,10.0.0.134,10.0.0.134,287,0,60,6,False,False,False,40,512,,,,,1722052090.132217075
302,10.0.0.134,10.0.0.134,288,0,60,6,False,False,False,40,512,,,,,1722052091.132952582
303,10.0.0.134,10.0.0.134,289,0,60,6,False,False,False,40,512,,,,,1722052092.133879331
304,10.0.0.134,10.0.0.134,290,0,60,6,False,False,False,40,512,,,,,1722052093.134577566
305,10.0.0.134,10.0.0.134,291,0,60,6,False,False,False,40,512,,,,,1722052094.134905773
306,10.0.0.134,10.0.0.134,292,0,60,6,False,False,False,40,512,,,,,1722052095.136121391
307,10.0.0.134,10.0.0.134,293,0,60,6,False,False,False,40,512,,,,,1722052096.136538423
308,10.0.0.134,10.0.0.134,294,0,60,6,False,False,False,40,512,,,,,1722052097.137348895
309,10.0.0.134,10.0.0.134,295,0,60,6,False,False,False,40,512,,,,,1722052098.137736587
310,10.0.0.134,10.0.0.134,296,0,60,6,False,False,False,40,512,,,,,1722052099.138324954
311,10.0.0.134,10.0.0.134,297,0,60,6,False,False,False,40,512,,,,,1722052100.139022322
312,10.0.0.134,10.0.0.134,298,0,60,6,False,False,False,40,512,,,,,1722052101.139912375
313,10.0.0.134,10.0.0.134,299,0,60,6,False,False,False,40,512,,,,,1722052102.140440516
314,10.0.0.134,10.0.0.134,300,0,60,6,False,False,False,40,512,,,,,1722052103.140737621
315,10.0.0.134,10.0.0.134,301,0,60,6,False,False,False,40,512,,,,,1722052104.141002142
316,10.0.0.134,10.0.0.134,302,0,60,6,False,False,False,40,512,,,,,1722052105.142455965
317,10.0.0.134,10.0.0.134,303,0,60,6,False,False,False,40,512,,,,,1722052106.143866803
318,10.0.0.134,10.0.0.134,304,0,60,6,False,False,False,40,512,,,,,1722052107.144142443
319,10.0.0.134,10.0.0.134,305,0,60,6,False,False,False,40,512,,,,,1722052108.145447048
320,10.0.0.134,10.0.0.134,306,0,60,6,False,False,False,40,512,,,,,1722052109.147692040
321,10.0.0.134,10.0.0.134,307,0,60,6,False,False,False,40,512,,,,,1722052110.146574550
322,10.0.0.134,10.0.0.134,308,0,60,6,False,False,False,40,512,,,,,1722052111.147453435
323,10.0.0.134,10.0.0.134,309,0,60,6,False,False,False,40,512,,,,,1722052112.148440312
324,10.0.0.134,10.0.0.134,310,0,60,6,False,False,False,40,512,,,,,1722052113.149132043
325,10.0.0.134,10.0.0.134,311,0,60,6,False,False,False,40,512,,,,,1722052114.150180408
326,10.0.0.134,10.0.0.134,312,0,60,6,False,False,False,40,512,,,,,1722052115.151320836
327,10.0.0.134,10.0.0.134,313,0,60,6,False,False,False,40,512,,,,,1722052116.152080026
328,10.0.0.134,10.0.0.134,314,0,60,6,False,False,False,40,512,,,,,1722052117.152920630
329,10.0.0.134,10.0.0.134,315,0,60,6,False,False,False,40,512,,,,,1722052118.153697816
330,10.0.0.134,10.0.0.134,316,0,60,6,False,False,False,40,512,,,,,1722052119.154491279
331,10.0.0.134,10.0.0.134,317,0,60,6,False,False,False,40,512,,,,,1722052120.155151326
332,10.0.0.134,10.0.0.134,318,0,60,6,False,False,False,40,512,,,,,1722052121.167188364
333,10.0.0.134,10.0.0.134,319,0,60,6,False,False,False,40,512,,,,,1722052122.168378367
334,10.0.0.134,10.0.0.134,320,0,60,6,False,False,False,40,512,,,,,1722052123.169178669
335,10.0.0.134,10.0.0.134,321,0,60,6,False,False,False,40,512,,,,,1722052124.170087356
336,10.0.0.134,10.0.0.134,322,0,60,6,False,False,False,40,512,,,,,1722052125.170879990
337,10.0.0.134,10.0.0.134,323,0,60,6,False,False,False,40,512,,,,,1722052126.171799409
338,10.0.0.134,10.0.0.134,324,0,60,6,False,False,False,40,512,,,,,1722052127.172602594
339,10.0.0.134,10.0.0.134,325,0,60,6,False,False,False,40,512,,,,,1722052128.175791706
340,10.0.0.134,10.0.0.134,326,0,60,6,False,False,False,40,512,,,,,1722052129.176569677
341,10.0.0.134,10.0.0.134,327,0,60,6,False,False,False,40,512,,,,,1722052130.177184400
342,10.0.0.134,10.0.0.134,328,0,60,6,False,False,False,40,512,,,,,1722052131.177824135
343,10.0.0.134,10.0.0.134,329,0,60,6,False,False,False,40,512,,,,,1722052132.178646004
344,10.0.0.134,10.0.0.134,330,0,60,6,False,False,False,40,512,,,,,1722052133.179345743
345,10.0.0.134,10.0.0.134,331,0,60,6,False,False,False,40,512,,,,,1722052134.179974011
346,10.0.0.134,10.0.0.134,332,0,60,6,False,False,False,40,512,,,,,1722052135.180642470
347,10.0.0.134,10.0.0.134,333,0,60,6,False,False,False,40,512,,,,,1722052136.202623769
348,10.0.0.134,10.0.0.134,334,0,60,6,False,False,False,40,512,,,,,1722052137.203161341
349,10.0.0.134,10.0.0.134,335,0,60,6,False,False,False,40,512,,,,,1722052138.204515162
350,10.0.0.134,10.0.0.134,336,0,60,6,False,False,False,40,512,,,,,1722052139.205503729
351,10.0.0.134,10.0.0.134,337,0,60,6,False,False,False,40,512,,,,,1722052140.206911373
352,10.0.0.134,10.0.0.134,338,0,60,6,False,False,False,40,512,,,,,1722052141.207899755
353,10.0.0.134,10.0.0.134,339,0,60,6,False,False,False,40,512,,,,,1722052142.229116580
354,10.0.0.134,10.0.0.134,340,0,60,6,False,False,False,40,512,,,,,1722052143.229501155
355,10.0.0.134,10.0.0.134,341,0,60,6,False,False,False,40,512,,,,,1722052144.236159533
356,10.0.0.134,10.0.0.134,342,0,60,6,False,False,False,40,512,,,,,1722052145.236667875
357,10.0.0.134,10.0.0.134,343,0,60,6,False,False,False,40,512,,,,,1722052146.237874624
358,10.0.0.134,10.0.0.134,344,0,60,6,False,False,False,40,512,,,,,1722052147.238430610
359,10.0.0.134,10.0.0.134,345,0,60,6,False,False,False,40,512,,,,,1722052148.239202116
360,10.0.0.134,10.0.0.134,346,0,60,6,False,False,False,40,512,,,,,1722052149.240121382
361,10.0.0.134,10.0.0.134,347,0,60,6,False,False,False,40,512,,,,,1722052150.240757628
362,10.0.0.134,10.0.0.134,348,0,60,6,False,False,False,40,512,,,,,1722052151.242146517
363,10.0.0.134,10.0.0.134,349,0,60,6,False,False,False,40,512,,,,,1722052152.242368687
364,10.0.0.134,10.0.0.134,350,0,60,6,False,False,False,40,512,,,,,1722052153.242854533
365,10.0.0.134,10.0.0.134,351,0,60,6,False,False,False,40,512,,,,,1722052154.243561793
366,10.0.0.134,10.0.0.134,352,0,60,6,False,False,False,40,512,,,,,1722052155.243917499
367,10.0.0.134,10.0.0.134,353,0,60,6,False,False,False,40,512,,,,,1722052156.244613167
368,10.0.0.134,10.0.0.134,354,0,60,6,False,False,False,40,512,,,,,1722052157.245986208
369,10.0.0.134,10.0.0.134,355,0,60,6,False,False,False,40,512,,,,,1722052158.246984839
370,10.0.0.134,10.0.0.134,356,0,60,6,False,False,False,40,512,,,,,1722052159.247740054
371,10.0.0.134,10.0.0.134,357,0,60,6,False,False,False,40,512,,,,,1722052160.248400407
372,10.0.0.134,10.0.0.134,358,0,60,6,False,False,False,40,512,,,,,1722052161.249499643
373,10.0.0.134,10.0.0.134,359,0,60,6,False,False,False,40,512,,,,,1722052162.250843839
374,10.0.0.134,10.0.0.134,360,0,60,6,False,False,False,40,512,,,,,1722052163.251826553
375,10.0.0.134,10.0.0.134,361,0,60,6,False,False,False,40,512,,,,,1722052164.252520336
376,10.0.0.134,10.0.0.134,362,0,60,6,False,False,False,40,512,,,,,1722052165.253310692
377,10.0.0.134,10.0.0.134,363,0,60,6,False,False,False,40,512,,,,,1722052166.254769208
378,10.0.0.134,10.0.0.134,364,0,60,6,False,False,False,40,512,,,,,1722052167.255542563
379,10.0.0.134,10.0.0.134,365,0,60,6,False,False,False,40,512,,,,,1722052168.256400357
380,10.0.0.134,10.0.0.134,366,0,60,6,False,False,False,40,512,,,,,1722052169.257303195
381,10.0.0.134,10.0.0.134,367,0,60,6,False,False,False,40,512,,,,,1722052170.258429396
382,10.0.0.134,10.0.0.134,368,0,60,6,False,False,False,40,512,,,,,1722052171.259276165
383,10.0.0.134,10.0.0.134,369,0,60,6,False,False,False,40,512,,,,,1722052172.259999081
384,10.0.0.134,10.0.0.134,370,0,60,6,False,False,False,40,512,,,,,1722052173.261044353
385,10.0.0.134,10.0.0.134,371,0,60,6,False,False,False,40,512,,,,,1722052174.261920459
386,10.0.0.134,10.0.0.134,372,0,60,6,False,False,False,40,512,,,,,1722052175.262905135
387,10.0.0.134,10.0.0.134,373,0,60,6,False,False,False,40,512,,,,,1722052176.263926458
388,10.0.0.134,10.0.0.134,374,0,60,6,False,False,False,40,512,,,,,1722052177.264959924
389,10.0.0.134,10.0.0.134,375,0,60,6,False,False,False,40,512,,,,,1722052178.265598122
390,10.0.0.134,10.0.0.134,376,0,60,6,False,False,False,40,512,,,,,1722052179.266275368
391,10.0.0.134,10.0.0.134,377,0,60,6,False,False,False,40,512,,,,,1722052180.266913705
392,10.0.0.134,10.0.0.134,378,0,60,6,False,False,False,40,512,,,,,1722052181.267452814
393,10.0.0.134,10.0.0.134,379,0,60,6,False,False,False,40,512,,,,,1722052182.268406431
394,10.0.0.134,10.0.0.134,380,0,60,6,False,False,False,40,512,,,,,1722052183.269161211
395,10.0.0.134,10.0.0.134,381,0,60,6,False,False,False,40,512,,,,,1722052184.269988811
396,10.0.0.134,10.0.0.134,382,0,60,6,False,False,False,40,512,,,,,1722052185.270585477
397,10.0.0.134,10.0.0.134,383,0,60,6,False,False,False,40,512,,,,,1722052186.271536518
398,10.0.0.134,10.0.0.134,384,0,60,6,False,False,False,40,512,,,,,1722052187.272377330
399,10.0.0.134,10.0.0.134,385,0,60,6,False,False,False,40,512,,,,,1722052188.273017926
400,10.0.0.134,10.0.0.134,386,0,60,6,False,False,False,40,512,,,,,1722052189.273902830
401,10.0.0.134,10.0.0.2,,,89,17,,,,75,,,,,,1722052190.155748076
402,10.0.0.2,10.0.0.134,,,425,17,,,,411,,,,,,1722052190.163997934
403,10.0.0.134,10.0.0.134,387,0,60,6,False,False,False,40,512,,,,,1722052190.275168414
404,10.0.0.134,10.0.0.134,388,0,60,6,False,False,False,40,512,,,,,1722052191.288297200
405,10.0.0.134,10.0.0.134,389,0,60,6,False,False,False,40,512,,,,,1722052192.289414995
406,10.0.0.134,10.0.0.134,390,0,60,6,False,False,False,40,512,,,,,1722052193.294931781
407,10.0.0.134,10.0.0.134,391,0,60,6,False,False,False,40,512,,,,,1722052194.295457064
408,10.0.0.134,10.0.0.134,392,0,60,6,False,False,False,40,512,,,,,1722052195.296607827
409,10.0.0.134,10.0.0.134,393,0,60,6,False,False,False,40,512,,,,,1722052196.298056356
410,10.0.0.134,10.0.0.134,394,0,60,6,False,False,False,40,512,,,,,1722052197.298519214
411,10.0.0.134,10.0.0.134,395,0,60,6,False,False,False,40,512,,,,,1722052198.299440619
412,10.0.0.134,10.0.0.134,396,0,60,6,False,False,False,40,512,,,,,1722052199.300530690
413,10.0.0.134,10.0.0.134,397,0,60,6,False,False,False,40,512,,,,,1722052200.301508244
414,10.0.0.134,10.0.0.134,398,0,60,6,False,False,False,40,512,,,,,1722052201.302813998
415,10.0.0.134,10.0.0.134,399,0,60,6,False,False,False,40,512,,,,,1722052202.303404845
416,10.0.0.134,10.0.0.134,400,0,60,6,False,False,False,40,512,,,,,1722052203.304434337
417,10.0.0.134,10.0.0.134,401,0,60,6,False,False,False,40,512,,,,,1722052204.305165140
418,10.0.0.134,10.0.0.134,402,0,60,6,False,False,False,40,512,,,,,1722052205.305943562
419,10.0.0.134,10.0.0.134,403,0,60,6,False,False,False,40,512,,,,,1722052206.306461820
420,10.0.0.134,10.0.0.134,404,0,60,6,False,False,False,40,512,,,,,1722052207.307702697
421,10.0.0.134,10.0.0.134,405,0,60,6,False,False,False,40,512,,,,,1722052208.308875629
422,10.0.0.134,10.0.0.134,406,0,60,6,False,False,False,40,512,,,,,1722052209.309767649
423,10.0.0.134,10.0.0.134,407,0,60,6,False,False,False,40,512,,,,,1722052210.310603489
424,10.0.0.134,10.0.0.134,408,0,60,6,False,False,False,40,512,,,,,1722052211.311662558
425,10.0.0.134,10.0.0.134,409,0,60,6,False,False,False,40,512,,,,,1722052212.312131598
426,10.0.0.134,10.0.0.134,410,0,60,6,False,False,False,40,512,,,,,1722052213.312924774
427,10.0.0.134,10.0.0.134,411,0,60,6,False,False,False,40,512,,,,,1722052214.313717204
428,10.0.0.134,10.0.0.134,412,0,60,6,False,False,False,40,512,,,,,1722052215.314234777
429,10.0.0.134,10.0.0.134,413,0,60,6,False,False,False,40,512,,,,,1722052216.326896345
430,10.0.0.134,10.0.0.134,414,0,60,6,False,False,False,40,512,,,,,1722052217.328387963
431,10.0.0.134,10.0.0.134,415,0,60,6,False,False,False,40,512,,,,,1722052218.331634724
432,10.0.0.134,10.0.0.134,416,0,60,6,False,False,False,40,512,,,,,1722052219.332493083
433,10.0.0.134,10.0.0.134,417,0,60,6,False,False,False,40,512,,,,,1722052220.346717855
434,10.0.0.134,10.0.0.134,418,0,60,6,False,False,False,40,512,,,,,1722052221.347387819
435,10.0.0.134,10.0.0.134,419,0,60,6,False,False,False,40,512,,,,,1722052222.348204405
436,10.0.0.134,10.0.0.134,420,0,60,6,False,False,False,40,512,,,,,1722052223.348786174
437,10.0.0.134,10.0.0.134,421,0,60,6,False,False,False,40,512,,,,,1722052224.349304748
438,10.0.0.134,10.0.0.134,422,0,60,6,False,False,False,40,512,,,,,1722052225.350475797
439,10.0.0.134,10.0.0.134,423,0,60,6,False,False,False,40,512,,,,,1722052226.380118089
440,10.0.0.134,10.0.0.134,424,0,60,6,False,False,False,40,512,,,,,1722052227.381442736
441,10.0.0.134,10.0.0.134,425,0,60,6,False,False,False,40,512,,,,,1722052228.382390940
442,10.0.0.134,10.0.0.134,426,0,60,6,False,False,False,40,512,,,,,1722052229.383324812
443,10.0.0.134,10.0.0.134,427,0,60,6,False,False,False,40,512,,,,,1722052230.384360081
444,10.0.0.134,10.0.0.134,428,0,60,6,False,False,False,40,512,,,,,1722052231.385398488
445,10.0.0.134,10.0.0.134,429,0,60,6,False,False,False,40,512,,,,,1722052232.386195034
446,10.0.0.134,10.0.0.134,430,0,60,6,False,False,False,40,512,,,,,1722052233.387497565
447,10.0.0.134,10.0.0.134,431,0,60,6,False,False,False,40,512,,,,,1722052234.388290640
448,10.0.0.134,10.0.0.134,432,0,60,6,False,False,False,40,512,,,,,1722052235.388883595
449,10.0.0.134,10.0.0.134,433,0,60,6,False,False,False,40,512,,,,,1722052236.389643731
450,10.0.0.134,10.0.0.134,434,0,60,6,False,False,False,40,512,,,,,1722052237.390759804
451,10.0.0.134,10.0.0.134,435,0,60,6,False,False,False,40,512,,,,,1722052238.392003875
452,10.0.0.134,10.0.0.134,436,0,60,6,False,False,False,40,512,,,,,1722052239.393019315
453,10.0.0.134,10.0.0.134,437,0,60,6,False,False,False,40,512,,,,,1722052240.393898140
454,10.0.0.134,10.0.0.134,438,0,60,6,False,False,False,40,512,,,,,1722052241.395512345
455,10.0.0.134,10.0.0.134,439,0,60,6,False,False,False,40,512,,,,,1722052242.396333512
456,10.0.0.134,10.0.0.134,440,0,60,6,False,False,False,40,512,,,,,1722052243.403172277
457,10.0.0.134,10.0.0.134,441,0,60,6,False,False,False,40,512,,,,,1722052244.403891977
458,10.0.0.134,10.0.0.134,442,0,60,6,False,False,False,40,512,,,,,1722052245.404641663
459,10.0.0.134,10.0.0.134,443,0,60,6,False,False,False,40,512,,,,,1722052246.405568863
460,10.0.0.134,10.0.0.134,444,0,60,6,False,False,False,40,512,,,,,1722052247.406413485
461,10.0.0.134,10.0.0.134,445,0,60,6,False,False,False,40,512,,,,,1722052248.407118586
462,10.0.0.134,10.0.0.134,446,0,60,6,False,False,False,40,512,,,,,1722052249.408151463
463,10.0.0.134,10.0.0.134,447,0,60,6,False,False,False,40,512,,,,,1722052250.409140711
464,10.0.0.134,10.0.0.134,448,0,60,6,False,False,False,40,512,,,,,1722052251.410090337
465,10.0.0.134,10.0.0.134,449,0,60,6,False,False,False,40,512,,,,,1722052252.410866776
466,10.0.0.134,10.0.0.134,450,0,60,6,False,False,False,40,512,,,,,1722052253.412025297
467,10.0.0.134,10.0.0.134,451,0,60,6,False,False,False,40,512,,,,,1722052254.413050957
468,10.0.0.134,10.0.0.134,452,0,60,6,False,False,False,40,512,,,,,1722052255.414036963
469,10.0.0.134,10.0.0.134,453,0,60,6,False,False,False,40,512,,,,,1722052256.414918660
470,10.0.0.134,10.0.0.134,454,0,60,6,False,False,False,40,512,,,,,1722052257.416151963
471,10.0.0.134,10.0.0.134,455,0,60,6,False,False,False,40,512,,,,,1722052258.416852951
472,10.0.0.134,10.0.0.134,456,0,60,6,False,False,False,40,512,,,,,1722052259.417497107
473,10.0.0.134,10.0.0.134,457,0,60,6,False,False,False,40,512,,,,,1722052260.418112012
474,10.0.0.134,10.0.0.134,458,0,60,6,False,False,False,40,512,,,,,1722052261.418907295
475,10.0.0.134,10.0.0.134,459,0,60,6,False,False,False,40,512,,,,,1722052262.420340752
476,10.0.0.134,10.0.0.134,460,0,60,6,False,False,False,40,512,,,,,1722052263.421347915
477,10.0.0.134,10.0.0.134,461,0,60,6,False,False,False,40,512,,,,,1722052264.422120648
478,10.0.0.134,10.0.0.134,462,0,60,6,False,False,False,40,512,,,,,1722052265.422800145
479,10.0.0.134,10.0.0.134,463,0,60,6,False,False,False,40,512,,,,,1722052266.433552532
480,10.0.0.134,10.0.0.134,464,0,60,6,False,False,False,40,512,,,,,1722052267.434248952
481,10.0.0.134,10.0.0.134,465,0,60,6,False,False,False,40,512,,,,,1722052268.434950048
482,10.0.0.134,10.0.0.134,466,0,60,6,False,False,False,40,512,,,,,1722052269.436669776
483,10.0.0.134,10.0.0.134,467,0,60,6,False,False,False,40,512,,,,,1722052270.437327288
484,10.0.0.134,10.0.0.134,468,0,60,6,False,False,False,40,512,,,,,1722052271.438556714
485,10.0.0.134,10.0.0.134,469,0,60,6,False,False,False,40,512,,,,,1722052272.439220827
486,10.0.0.134,10.0.0.134,470,0,60,6,False,False,False,40,512,,,,,1722052273.440200871
487,10.0.0.134,10.0.0.134,471,0,60,6,False,False,False,40,512,,,,,1722052274.441460553
488,10.0.0.134,10.0.0.134,472,0,60,6,False,False,False,40,512,,,,,1722052275.442482497
489,10.0.0.134,10.0.0.134,473,0,60,6,False,False,False,40,512,,,,,1722052276.443214499
490,10.0.0.134,10.0.0.134,474,0,60,6,False,False,False,40,512,,,,,1722052277.444375314
491,10.0.0.134,10.0.0.134,475,0,60,6,False,False,False,40,512,,,,,1722052278.444948265
492,10.0.0.134,10.0.0.254,,,326,17,,,,312,,,,,,1722052279.027507781
493,10.0.0.254,10.0.0.134,,,342,17,,,,328,,,,,,1722052279.028165291
494,10.0.0.134,10.0.0.134,476,0,60,6,False,False,False,40,512,,,,,1722052279.446071747
495,10.0.0.134,10.0.0.2,,,89,17,,,,75,,,,,,1722052280.072138290
496,10.0.0.2,10.0.0.134,,,281,17,,,,267,,,,,,1722052280.075207336
497,10.0.0.134,185.125.190.17,55048,80,74,6,True,False,False,60,64240,,,,,1722052280.076953552
498,185.125.190.17,10.0.0.134,80,55048,60,6,True,True,False,44,64240,0.118422297,,,,1722052280.195375849
499,10.0.0.134,185.125.190.17,55048,80,54,6,False,True,False,40,64240,0.000064503,0.118486800,,,1722052280.195440352
500,10.0.0.134,185.125.190.17,55048,80,141,6,False,True,False,127,64240,,0.118486800,87,87,1722052280.195818300
501,185.125.190.17,10.0.0.134,80,55048,60,6,False,True,False,40,64240,0.000448679,0.118486800,,,1722052280.196266979
502,185.125.190.17,10.0.0.134,80,55048,243,6,False,True,True,229,64240,,0.118486800,189,189,1722052280.355202725
503,10.0.0.134,185.125.190.17,55048,80,54,6,False,True,True,40,64050,0.000152260,0.118486800,,,1722052280.355354985
504,185.125.190.17,10.0.0.134,80,55048,60,6,False,True,False,40,64239,0.000613549,0.118486800,,,1722052280.355968534
505,10.0.0.134,10.0.0.134,477,0,60,6,False,False,False,40,512,,,,,1722052280.447100970
506,10.0.0.134,10.0.0.134,478,0,60,6,False,False,False,40,512,,,,,1722052281.448597314
507,10.0.0.134,10.0.0.134,479,0,60,6,False,False,False,40,512,,,,,1722052282.449612130
508,10.0.0.134,10.0.0.134,480,0,60,6,False,False,False,40,512,,,,,1722052283.450608916
509,10.0.0.134,10.0.0.134,481,0,60,6,False,False,False,40,512,,,,,1722052284.458737397
510,10.0.0.134,10.0.0.134,482,0,60,6,False,False,False,40,512,,,,,1722052285.459289682
511,10.0.0.134,10.0.0.134,483,0,60,6,False,False,False,40,512,,,,,1722052286.460065911
512,10.0.0.134,10.0.0.134,484,0,60,6,False,False,False,40,512,,,,,1722052287.460637389
513,10.0.0.134,10.0.0.134,485,0,60,6,False,False,False,40,512,,,,,1722052288.461410215
514,10.0.0.134,10.0.0.134,486,0,60,6,False,False,False,40,512,,,,,1722052289.462520761
515,10.0.0.134,10.0.0.134,487,0,60,6,False,False,False,40,512,,,,,1722052290.463798852
516,10.0.0.134,10.0.0.134,488,0,60,6,False,False,False,40,512,,,,,1722052291.464260190
517,10.0.0.134,10.0.0.134,489,0,60,6,False,False,False,40,512,,,,,1722052292.464978934
518,10.0.0.134,10.0.0.134,490,0,60,6,False,False,False,40,512,,,,,1722052293.465302753
519,10.0.0.134,10.0.0.134,491,0,60,6,False,False,False,40,512,,,,,1722052294.466092229
520,10.0.0.134,10.0.0.134,492,0,60,6,False,False,False,40,512,,,,,1722052295.466488463
521,10.0.0.134,10.0.0.134,493,0,60,6,False,False,False,40,512,,,,,1722052296.467134670
522,10.0.0.134,10.0.0.134,494,0,60,6,False,False,False,40,512,,,,,1722052297.468186858
523,10.0.0.134,10.0.0.134,495,0,60,6,False,False,False,40,512,,,,,1722052298.468765083
524,10.0.0.134,10.0.0.134,496,0,60,6,False,False,False,40,512,,,,,1722052299.469562536
525,10.0.0.134,10.0.0.134,497,0,60,6,False,False,False,40,512,,,,,1722052300.470753597
526,10.0.0.134,10.0.0.134,498,0,60,6,False,False,False,40,512,,,,,1722052301.471814434
527,10.0.0.134,10.0.0.134,499,0,60,6,False,False,False,40,512,,,,,1722052302.472185228
528,10.0.0.134,10.0.0.134,500,0,60,6,False,False,False,40,512,,,,,1722052303.473212809
529,10.0.0.134,10.0.0.134,501,0,60,6,False,False,False,40,512,,,,,1722052304.474310531
530,10.0.0.134,10.0.0.134,502,0,60,6,False,False,False,40,512,,,,,1722052305.475010831
531,10.0.0.134,10.0.0.134,503,0,60,6,False,False,False,40,512,,,,,1722052306.475964757
532,10.0.0.134,10.0.0.134,504,0,60,6,False,False,False,40,512,,,,,1722052307.476586098
533,10.0.0.134,10.0.0.134,505,0,60,6,False,False,False,40,512,,,,,1722052308.477698885
534,10.0.0.134,10.0.0.134,506,0,60,6,False,False,False,40,512,,,,,1722052309.478611441
535,10.0.0.134,10.0.0.134,507,0,60,6,False,False,False,40,512,,,,,1722052310.479637153
536,10.0.0.134,10.0.0.134,508,0,60,6,False,False,False,40,512,,,,,1722052311.480303239
537,10.0.0.134,10.0.0.134,509,0,60,6,False,False,False,40,512,,,,,1722052312.482549193
538,10.0.0.134,10.0.0.134,510,0,60,6,False,False,False,40,512,,,,,1722052313.483621680
539,10.0.0.134,10.0.0.134,511,0,60,6,False,False,False,40,512,,,,,1722052314.484328867
540,10.0.0.134,10.0.0.134,512,0,60,6,False,False,False,40,512,,,,,1722052315.484738123
541,10.0.0.134,10.0.0.134,513,0,60,6,False,False,False,40,512,,,,,1722052316.485654852
542,10.0.0.134,10.0.0.134,514,0,60,6,False,False,False,40,512,,,,,1722052317.486526821
